;Código Pacote;Label SEEDS;Unnamed: 2;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase.1;Atividade.1;Operação;Unnamed: 19;Unnamed: 20
119;POOH_BHA 4;POOH_BHA 4;POOH_BHA_4_1;Circular p/ limpar poço;;;;0;0;0;FASE 2;Retirada de broca;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Condicionamento de poço;Baixa;-
120;;;POOH_BHA_4_2;Retirar coluna até a sapata (poço aberto);;;;0;0;0;FASE 2;Retirada de broca;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço aberto;Baixa;-
121;;;POOH_BHA_4_3;Retirar coluna até a cabeça do poço (poço revestido);;;;0;0;0;FASE 2;Retirada de broca;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço revestido;Baixa;-
122;;;POOH_BHA_4_4;Jatear cabeça do poço;;;;2;0;0;FASE 2;Retirada de broca;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço revestido;Baixa;-
123;;;POOH_BHA_4_5;Retirar coluna até a superfície (mar aberto);;;;0;0;0;FASE 2;Retirada de broca;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço revestido;Muito Baixa;-
124;;;POOH_BHA_4_6;Quebrar BHA {phase2_diameter} pol;;;;6;0;0;FASE 2;Retirada de broca;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Desmontagem de BHA;Muito Baixa;-
125;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
126;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
127;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
128;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
129;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
130;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
131;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
132;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
133;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
134;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
135;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
136;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
137;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
138;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
139;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
140;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
141;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
142;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
143;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
144;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
145;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
146;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
147;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
148;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
149;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
150;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
151;Casing 1;Casing 1;Casing_1_1;Preparar plataforma para revestir;;;;2;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
152;;;Casing_1_2;"""Descer revestimento {phase1_case_diameter} """" na mesa rotativa""";;;;0;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
153;;;Casing_1_3;Trocar elevador;;;;1;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
154;;;Casing_1_4;Descer stinger (coluna interna);;;;0;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
155;;;Casing_1_5;Conectar Alojador de Baixa Pressão (ABP);;;;2;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Cabeça de poço;Instalação / Retirada de cabeça de poço (BAP / BGPR, alojador, etc);Muito Baixa;-
156;;;Casing_1_6;"""Descer revestimento {phase1_case_diameter} """" com coluna de assentamento (mar aberto)""";;;;0;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
157;;;Casing_1_7;Mover plataforma na locação e reentrar no poço;;;;0,5;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
158;;;Casing_1_8;"""Descer revestimento {phase1_case_diameter} """" com coluna de assentamento (poço aberto)""";;;;0;0;0;FASE 1;Montagem e descida de condutor e BAJA;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
159;;;Casing_1_9;Conectar linhas de superfície;;;;1;0;0;FASE 1;Cimentação primária;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
160;;;Casing_1_10;Circular para cimentar;;;;1,5;0;1;FASE 1;Cimentação primária;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
161;;;Casing_1_11;Efetuar cimentação;;;;5;0;1;FASE 2;Cimentação primária;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
162;;;Casing_1_12;Desconectar ferramenta de assentamento (Running tool);;;;0,5;0;1;FASE 3;Cimentação primária;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
163;;;Casing_1_13;Realizar flush de limpeza da coluna de assentamento;;;;1;0;0;FASE 4;Cimentação primária;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
164;;;Casing_1_14;Retirar coluna de assentamento (mar aberto);;;;0;0;0;FASE 5;Cimentação primária;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Muito Baixa;-
165;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
166;Casing 2;Casing 2;Casing_2_1;Preparar plataforma para revestir;;;;2;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
167;;;Casing_2_2;"""Descer revestimento {phase2_case_diameter} """" na mesa rotativa""";;;;0;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
168;;;Casing_2_3;Trocar elevador;;;;1;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
169;;;Casing_2_4;Descer stinger (coluna interna);;;;0;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
170;;;Casing_2_5;Conectar Alojador de Alta Pressão (AAP);;;;2;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Cabeça de poço;Instalação / Retirada de cabeça de poço (BAP / BGPR, alojador, etc);Muito Baixa;-
171;;;Casing_2_6;"""Descer revestimento  {phase2_case_diameter} """" com coluna de assentamento (mar aberto)""";;;;0;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
172;;;Casing_2_7;Mover plataforma na locação e reentrar no poço;;;;0,5;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
173;;;Casing_2_8;"""Descer revestimento {phase2_case_diameter} """" com coluna de assentamento (poço revestido)""";;;;0;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
174;;;Casing_2_9;"""Descer revestimento {phase2_case_diameter} """" com coluna de assentamento (poço aberto)""";;;;0;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
175;;;Casing_2_10;Conectar linhas de superfície;;;;1;0;0;FASE 2;Cimentação primária;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
176;;;Casing_2_11;Circular para cimentar;;;;1,5;0;1;FASE 2;Cimentação primária;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
177;;;Casing_2_12;Efetuar cimentação;;;;5;0;1;FASE 2;Cimentação primária;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
178;;;Casing_2_13;Desconectar ferramenta de assentamento (Running tool);;;;0,5;0;1;FASE 2;Cimentação primária;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
179;;;Casing_2_14;Realizar flush de limpeza da coluna de assentamento;;;;1;0;0;FASE 2;Cimentação primária;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
180;;;Casing_2_15;Retirar coluna de assentamento (mar aberto);;;;0;0;0;FASE 2;Cimentação primária;"""Broca {phase2_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
181;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
182;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
183;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
184;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
185;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
186;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
187;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
188;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
189;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
190;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
191;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
192;Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;Operação - caso Sonda ser Dual Active;;--;Atividade;Operação;;
193;Drilling Out 1;Drilling Out 1;Drilling_Out_1_1;Montar conjunto com AAP, ferramenta de instalação e deitar no deck;;;;3;0;0;FASE 1;Montagem e descida de BHA de perfuração;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de BHA de perfuração;;1;Rev / Cimentação;Montagem de BHA;Muito Baixa;-
194;;;Drilling_Out_1_2;Montar BHA {phase2_diameter} pol;;;;6;0;0;FASE 1;Montagem e descida de BHA de perfuração;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de BHA de perfuração;;1;Rev / Cimentação;Montagem de BHA;Muito Baixa;-
195;;;Drilling_Out_1_3;Descer BHA {phase2_diameter} pol com coluna de perfuração (mar aberto);;;;Err:509;0;0;FASE 1;Montagem e descida de BHA de perfuração;"""Broca {phase1_diameter} """"""";Revestimento e Cimentação;Montagem e descida de BHA de perfuração;;1;Rev / Cimentação;Descida de coluna em poço revestido;Muito Baixa;-
